A1BG	ENSP00000263100
ARMC3	ENSP00000298032
ARMC4	ENSP00000306410
ARMC5	ENSP00000386125
ARMC6	ENSP00000444156
ARMC7	ENSP00000245543
ARMC8	ENSP00000419413
ARMC9	ENSP00000484804
ARMCX1	ENSP00000361917
ARMCX2	ENSP00000328631
ARMCX3	ENSP00000340672
ARMCX5	ENSP00000246174
ARMCX6	ENSP00000354708
ARMT1	ENSP00000356263
ARNT2	ENSP00000307479
ARNT	ENSP00000351407
ARNTL2	ENSP00000266503
ARNTL	ENSP00000384517
ARPC2	ENSP00000327137
ARPC3	ENSP00000228825
ARPC4	ENSP00000388169
ARPC5	ENSP00000294742
ARPC5L	ENSP00000345361
ARPP19	ENSP00000454612
ARPP21	ENSP00000412326
ARR3	ENSP00000311538
ARRB1	ENSP00000409581
ARRB2	ENSP00000403701
ARRDC1	ENSP00000360475
ARRDC2	ENSP00000222250
ARRDC3	ENSP00000265138
ARRDC4	ENSP00000268042
ARRDC5	ENSP00000371200
ARSA	ENSP00000348406
ARSB	ENSP00000264914
ARSD	ENSP00000370546
ARSE	ENSP00000441417
ARSF	ENSP00000370519
ARSG	ENSP00000407193
ARSH	ENSP00000370522
ARSI	ENSP00000333395
ARSJ	ENSP00000320219
ARSK	ENSP00000369346
ART1	ENSP00000250693
ART3	ENSP00000348064
ART4	ENSP00000228936
ART5	ENSP00000380258
ARV1	ENSP00000312458
ARX	ENSP00000368332
AS3MT	ENSP00000358896
ASAH1	ENSP00000371152
ASAP1	ENSP00000429900
ASAP2	ENSP00000281419
ASAP3	ENSP00000338769
ASB10	ENSP00000391137
ASB11	ENSP00000417914
ASB12	ENSP00000355195
ASB13	ENSP00000350331
ASB14	ENSP00000419199
ASB16	ENSP00000293414
ASB17	ENSP00000284142
ASB18	ENSP00000386532
ASB1	ENSP00000264607
ASB2	ENSP00000451575
ASB4	ENSP00000321388
ASB5	ENSP00000296525
ASB6	ENSP00000277458
ASB7	ENSP00000328327
ASB8	ENSP00000320893
ASB9	ENSP00000369855
ASCC1	ENSP00000339404
ASCC2	ENSP00000305502
ASCC3	ENSP00000358159
ASCL1	ENSP00000266744
ASCL2	ENSP00000332293
ASCL3	ENSP00000435770
ASCL4	ENSP00000345420
ASCL5	ENSP00000472681
ASF1A	ENSP00000229595
ASF1B	ENSP00000263382
ASGR1	ENSP00000269299
ASGR2	ENSP00000347140
ASH1L	ENSP00000357330
ASH2L	ENSP00000340896
ASIC1	ENSP00000228468
ASIC3	ENSP00000297512
ASIC4	ENSP00000350786
ASIC5	ENSP00000442477
ASIP	ENSP00000454804
ASL	ENSP00000307188
ASMT	ENSP00000370639
ASMTL	ENSP00000370718
ASNSD1	ENSP00000260952
ASNS	ENSP00000377846
ASPA	ENSP00000409976
ASPDH	ENSP00000373860
ASPG	ENSP00000450040
ASPHD1	ENSP00000311447
ASPHD2	ENSP00000215906
ASPH	ENSP00000368767
ASPM	ENSP00000356379
ASPN	ENSP00000364694
ASPRV1	ENSP00000315383
ASPSCR1	ENSP00000306625
ASRGL1	ENSP00000400057
ASS1	ENSP00000253004
ASTE1	ENSP00000426421
ASTL	ENSP00000343674
ASTN1	ENSP00000354536
ASXL1	ENSP00000364839
ASXL2	ENSP00000391447
ASXL3	ENSP00000269197
ASZ1	ENSP00000284629
ATAD1	ENSP00000339017
ATAD2B	ENSP00000238789
ATAD2	ENSP00000287394
ATAD3A	ENSP00000368030
ATAD5	ENSP00000313171
ATAT1	ENSP00000365668
ATCAY	ENSP00000470842
ATE1	ENSP00000358039
ATF1	ENSP00000262053
ATF2	ENSP00000264110
ATF3	ENSP00000344352
ATF4	ENSP00000379912
ATF5	ENSP00000470633
ATF6B	ENSP00000364349
ATF6	ENSP00000356919
ATF7	ENSP00000449938
ATF7IP2	ENSP00000379808
ATF7IP	ENSP00000440440
ATG101	ENSP00000338990
ATG10	ENSP00000282185
ATG12	ENSP00000425107
ATG13	ENSP00000432412
ATG14	ENSP00000247178
ATG16L1	ENSP00000375873
ATG16L2	ENSP00000326340
ATG2A	ENSP00000366475
ATG2B	ENSP00000353010
ATG3	ENSP00000283290
ATG4A	ENSP00000361306
ATG4B	ENSP00000384259
ATG4C	ENSP00000322159
ATG4D	ENSP00000311318
ATG5	ENSP00000343313
ATG7	ENSP00000346437
ATG9A	ENSP00000379983
ATG9B	ENSP00000475737
ATIC	ENSP00000236959
ATL1	ENSP00000351155
ATL2	ENSP00000368237
ATL3	ENSP00000381844
ATM	ENSP00000388058
ATMIN	ENSP00000299575
ATN1	ENSP00000349076
ATOH1	ENSP00000302216
ATOH7	ENSP00000362777
ATOH8	ENSP00000304676
ATOX1	ENSP00000429366
ATP10A	ENSP00000349325
ATP10B	ENSP00000313600
ATP10D	ENSP00000273859
ATP11A	ENSP00000364781
ATP11B	ENSP00000321195
ATP11C	ENSP00000332756
ATP12A	ENSP00000218548
ATP13A1	ENSP00000349877
ATP13A2	ENSP00000327214
ATP13A3	ENSP00000493923
ATP13A4	ENSP00000339182
ATP13A5	ENSP00000341942
ATP1A1	ENSP00000295598
ATP1A2	ENSP00000354490
ATP1A3	ENSP00000444688
ATP1A4	ENSP00000357060
ATP1B1	ENSP00000356790
ATP1B2	ENSP00000250111
ATP1B3	ENSP00000286371
ATP1B4	ENSP00000218008
ATP23	ENSP00000300145
ATP2A1	ENSP00000349595
ATP2A2	ENSP00000440045
ATP2A3	ENSP00000353072
ATP2B1	ENSP00000392043
ATP2B2	ENSP00000353414
ATP2B3	ENSP00000343886
ATP2B4	ENSP00000350310
ATP2C1	ENSP00000421326
ATP2C2	ENSP00000397925
ATP4A	ENSP00000262623
ATP4B	ENSP00000334216
ATP6AP1	ENSP00000358777
ATP6AP2	ENSP00000490083
ATP6V0A1	ENSP00000264649
ATP6V0A2	ENSP00000332247
ATP6V0A4	ENSP00000308122
ATP6V0B	ENSP00000434729
ATP6V0D1	ENSP00000441282
ATP6V0D2	ENSP00000285393
ATP6V0E1	ENSP00000429690
ATP6V1A	ENSP00000273398
ATP6V1B1	ENSP00000234396
ATP6V1B2	ENSP00000276390
ATP6V1C1	ENSP00000379203
ATP6V1C2	ENSP00000489280
ATP6V1D	ENSP00000451167
ATP6V1E1	ENSP00000253413
ATP6V1E2	ENSP00000304891
ATP6V1F	ENSP00000417378
ATP6V1G1	ENSP00000363162
ATP6V1G3	ENSP00000417171
ATP6V1H	ENSP00000352522
ATP7A	ENSP00000345728
ATP7B	ENSP00000242839
ATP8A1	ENSP00000371084
ATP8B1	ENSP00000497896
ATP8B2	ENSP00000357475
ATP8B3	ENSP00000311336
ATP8B4	ENSP00000453169
ATP9A	ENSP00000342481
ATP9B	ENSP00000398076
ATPAF1	ENSP00000460964
ATPAF2	ENSP00000417190
ATRAID	ENSP00000369518
ATR	ENSP00000343741
ATRIP	ENSP00000323099
ATRN	ENSP00000262919
ATRNL1	ENSP00000347152
ATRX	ENSP00000362441
ATXN10	ENSP00000252934
ATXN1	ENSP00000244769
ATXN1L	ENSP00000415822
ATXN2	ENSP00000366843
ATXN2L	ENSP00000378917
ATXN3	ENSP00000445618
ATXN3L	ENSP00000369996
ATXN7	ENSP00000439585
ATXN7L1	ENSP00000410759
ATXN7L2	ENSP00000358886
ATXN7L3	ENSP00000397259
AUH	ENSP00000364883
AUNIP	ENSP00000443647
AUP1	ENSP00000366748
AURKA	ENSP00000360407
AURKAIP1	ENSP00000342676
AURKB	ENSP00000313950
AURKC	ENSP00000302898
AUTS2	ENSP00000344087
AVEN	ENSP00000306822
AVIL	ENSP00000257861
AVL9	ENSP00000315568
AVP	ENSP00000369647
AVPI1	ENSP00000359660
AVPR1A	ENSP00000299178
AVPR1B	ENSP00000356094
AVPR2	ENSP00000496396
AWAT1	ENSP00000363645
AWAT2	ENSP00000421172
AXDND1	ENSP00000356590
AXIN1	ENSP00000262320
AXIN2	ENSP00000302625
AXL	ENSP00000301178
AZGP1	ENSP00000292401
AZI2	ENSP00000419371
AZIN1	ENSP00000337180
AZIN2	ENSP00000362540
AZU1	ENSP00000233997
B2M	ENSP00000453191
B3GALNT1	ENSP00000376532
B3GALNT2	ENSP00000355559
B3GALT1	ENSP00000376456
B3GALT2	ENSP00000356404
B3GALT4	ENSP00000390784
B3GALT5	ENSP00000381699
B3GALT6	ENSP00000368496
B3GAT1	ENSP00000376359
B3GAT2	ENSP00000230053
B3GAT3	ENSP00000265471
B3GLCT	ENSP00000343002
B3GNT2	ENSP00000305595
B3GNT3	ENSP00000321874
B3GNT4	ENSP00000319636
B3GNT5	ENSP00000316173
B3GNT6	ENSP00000484640
B3GNT7	ENSP00000287590
B3GNT8	ENSP00000312700
B3GNTL1	ENSP00000319979
B4GALNT1	ENSP00000341562
B4GALNT2	ENSP00000300404
B4GALNT3	ENSP00000266383
B4GALNT4	ENSP00000328277
B4GALT1	ENSP00000369055
B4GALT2	ENSP00000310696
B4GALT3	ENSP00000320965
B4GALT4	ENSP00000420161
B4GALT5	ENSP00000360776
B4GALT6	ENSP00000306459
B4GALT7	ENSP00000029410
B4GAT1	ENSP00000309096
B9D2	ENSP00000243578
BAALC	ENSP00000297574
BAAT	ENSP00000378491
BABAM1	ENSP00000471605
BACE1	ENSP00000318585
BACE2	ENSP00000332979
BACH1	ENSP00000286800
BACH2	ENSP00000257749
BAD	ENSP00000378040
BAG2	ENSP00000359727
BAG3	ENSP00000358081
BAG4	ENSP00000287322
BAG5	ENSP00000338814
BAG6	ENSP00000365131
BAHCC1	ENSP00000462154
BAHD1	ENSP00000396976
BAIAP2	ENSP00000461144
BAIAP2L1	ENSP00000005260
BAIAP2L2	ENSP00000371085
BAIAP3	ENSP00000324510
BAK1	ENSP00000363591
BAMBI	ENSP00000364683
BANF1	ENSP00000310275
BANF2	ENSP00000439128
BANK1	ENSP00000320509
BANP	ENSP00000376902
BAP1	ENSP00000417132
BARD1	ENSP00000260947
BARHL1	ENSP00000263610
BARHL2	ENSP00000359474
BARX1	ENSP00000253968
BARX2	ENSP00000281437
BASP1	ENSP00000319281
BATF2	ENSP00000301887
BATF3	ENSP00000243440
BATF	ENSP00000286639
BAX	ENSP00000293288
BAZ1A	ENSP00000371859
BAZ1B	ENSP00000342434
BAZ2A	ENSP00000446880
BAZ2B	ENSP00000376534
BBC3	ENSP00000404503
BBOF1	ENSP00000377577
BBOX1	ENSP00000435781
BBS10	ENSP00000497413
BBS2	ENSP00000245157
BBS4	ENSP00000268057
BBS5	ENSP00000295240
BBS7	ENSP00000264499
BBS9	ENSP00000242067
BBX	ENSP00000319974
BCAM	ENSP00000270233
BCAN	ENSP00000331210
BCAP29	ENSP00000400718
BCAP31	ENSP00000392330
BCAR1	ENSP00000391669
BCAR3	ENSP00000260502
BCAS1	ENSP00000379290
BCAS2	ENSP00000358554
BCAS3	ENSP00000468592
BCAS4	ENSP00000351642
BCAT1	ENSP00000443459
BCAT2	ENSP00000470216
BCCIP	ENSP00000357748
BCDIN3D	ENSP00000335201
BCHE	ENSP00000264381
BCKDHB	ENSP00000348880
BCKDK	ENSP00000378405
BCL10	ENSP00000498104
BCL11A	ENSP00000496168
BCL11B	ENSP00000349723
BCL2A1	ENSP00000267953
BCL2	ENSP00000381185
BCL2L10	ENSP00000453562
BCL2L11	ENSP00000376943
BCL2L12	ENSP00000246785
BCL2L13	ENSP00000480836
BCL2L14	ENSP00000466693
BCL2L15	ENSP00000376992
BCL2L1	ENSP00000365230
BCL2L2-PABPN1	ENSP00000451320
BCL3	ENSP00000164227
BCL6B	ENSP00000293805
BCL6	ENSP00000384371
BCL7A	ENSP00000445868
BCL7B	ENSP00000411073
BCL7C	ENSP00000369674
BCL9	ENSP00000234739
BCL9L	ENSP00000335320
BCLAF1	ENSP00000435210
BCO1	ENSP00000258168
BCO2	ENSP00000350314
BCORL1	ENSP00000218147
BCR	ENSP00000303507
BCS1L	ENSP00000352219
BDH1	ENSP00000376183
BDH2	ENSP00000296424
BDNF	ENSP00000414303
BDP1	ENSP00000351575
BEAN1	ENSP00000442793
BECN1	ENSP00000355231
BECN2	ENSP00000488361
BEGAIN	ENSP00000490571
BEND2	ENSP00000369372
BEND3	ENSP00000358038
BEND4	ENSP00000421169
BEND5	ENSP00000360899
BEND6	ENSP00000359782
BEND7	ENSP00000345773
BEST1	ENSP00000399709
BEST2	ENSP00000448310
BEST3	ENSP00000332413
BEST4	ENSP00000361281
BET1	ENSP00000350125
BET1L	ENSP00000386558
BEX2	ENSP00000442521
BEX4	ENSP00000361780
BEX5	ENSP00000328030
BFAR	ENSP00000261658
BFSP1	ENSP00000367104
BFSP2	ENSP00000304987
BGLAP	ENSP00000357255
BGN	ENSP00000327336
BHLHA15	ENSP00000476312
BHLHA9	ENSP00000375248
BHLHB9	ENSP00000354675
BHLHE22	ENSP00000318799
BHLHE23	ENSP00000480998
BHLHE40	ENSP00000256495
BHLHE41	ENSP00000242728
BHMG1	ENSP00000402674
BHMT2	ENSP00000255192
BHMT	ENSP00000274353
BICC1	ENSP00000362993
BICD1	ENSP00000498700
BICD2	ENSP00000349351
BICDL1	ENSP00000380690
BICDL2	ENSP00000493502
BID	ENSP00000318822
BIK	ENSP00000216115
BIN1	ENSP00000316779
BIN2	ENSP00000498807
BIN3	ENSP00000276416
BIRC2	ENSP00000227758
BIRC3	ENSP00000263464
BIRC5	ENSP00000301633
BIRC6	ENSP00000393596
BIRC7	ENSP00000217169
BLK	ENSP00000259089
BLM	ENSP00000347232
BLMH	ENSP00000261714
BLNK	ENSP00000224337
BLOC1S1	ENSP00000447537
BLOC1S2	ENSP00000359398
BLOC1S3	ENSP00000393840
BLOC1S4	ENSP00000318128
BLOC1S5	ENSP00000380598
BLOC1S6	ENSP00000456851
BLVRA	ENSP00000265523
BLVRB	ENSP00000494515
BLZF1	ENSP00000356782
BMF	ENSP00000346697
BMP10	ENSP00000295379
BMP15	ENSP00000252677
BMP1	ENSP00000305714
BMP2	ENSP00000368104
BMP2K	ENSP00000334836
BMP3	ENSP00000282701
BMP4	ENSP00000245451
BMP5	ENSP00000359866
BMP7	ENSP00000379204
BMP8B	ENSP00000361915
BMPER	ENSP00000297161
BMPR1A	ENSP00000492290
BMPR1B	ENSP00000401907
BMPR2	ENSP00000363708
BMT2	ENSP00000297145
BMX	ENSP00000350224
BNC1	ENSP00000307041
BNC2	ENSP00000370047
BNIP1	ENSP00000231668
BNIP2	ENSP00000267859
BNIP3	ENSP00000357625
BNIP3L	ENSP00000370003
BNIPL	ENSP00000357927
BOC	ENSP00000273395
BOD1	ENSP00000309644
BOD1L1	ENSP00000040738
BOD1L2	ENSP00000467843
BOK	ENSP00000314132
BOLA1	ENSP00000358149
BOLA2	ENSP00000482868
BOLA3	ENSP00000331369
BOP1	ENSP00000455106
BORA	ENSP00000479266
BORCS5	ENSP00000321546
BORCS6	ENSP00000373669
BORCS7	ENSP00000342331
BORCS8	ENSP00000467744
BPGM	ENSP00000342032
BPHL	ENSP00000369739
BPIFA1	ENSP00000364562
BPIFA2	ENSP00000253362
BPIFA3	ENSP00000364603
BPIFB1	ENSP00000253354
BPIFB3	ENSP00000364643
BPIFB4	ENSP00000364632
BPIFC	ENSP00000380594
BPNT1	ENSP00000446828
BPTF	ENSP00000315454
BRAF	ENSP00000496776
BRAP	ENSP00000403524
BRAT1	ENSP00000339637
BRCA1	ENSP00000418960
BRCA2	ENSP00000369497
BRCC3	ENSP00000381998
BRD1	ENSP00000385858
BRD2	ENSP00000378702
BRD3	ENSP00000305918
BRD4	ENSP00000263377
BRD7	ENSP00000378181
BRD8	ENSP00000254900
BRD9	ENSP00000419765
BRDT	ENSP00000387822
BRF1	ENSP00000448387
BRF2	ENSP00000220659
BRI3BP	ENSP00000340761
BRI3	ENSP00000297290
BRICD5	ENSP00000455052
BRINP1	ENSP00000265922
BRINP2	ENSP00000354481
BRINP3	ENSP00000356432
BRIP1	ENSP00000259008
BRIX1	ENSP00000338862
BRK1	ENSP00000432472
BRMS1	ENSP00000396052
BRMS1L	ENSP00000216807
BROX	ENSP00000343742
BRPF1	ENSP00000373340
BRPF3	ENSP00000350267
BRS3	ENSP00000359682
BRSK1	ENSP00000468190
BRSK2	ENSP00000371614
BRWD1	ENSP00000330753
BRWD3	ENSP00000362372
BSCL2	ENSP00000385332
BSDC1	ENSP00000344816
BSG	ENSP00000333769
BSND	ENSP00000498282
BSN	ENSP00000296452
BSPH1	ENSP00000341762
BSPRY	ENSP00000363298
BST1	ENSP00000371783
BST2	ENSP00000252593
BSX	ENSP00000344285
BTAF1	ENSP00000265990
BTBD10	ENSP00000431186
BTBD11	ENSP00000280758
BTBD16	ENSP00000260723
BTBD17	ENSP00000364515
BTBD18	ENSP00000397020
BTBD19	ENSP00000395461
BTBD1	ENSP00000261721
BTBD2	ENSP00000255608
BTBD3	ENSP00000384545
BTBD6	ENSP00000376337
BTBD7	ENSP00000335615
BTBD8	ENSP00000490161
BTBD9	ENSP00000418751
BTC	ENSP00000379092
BTD	ENSP00000388212
BTF3	ENSP00000369965
BTF3L4	ENSP00000360664
BTG1	ENSP00000256015
BTG2	ENSP00000433553
BTG3	ENSP00000344609
BTG4	ENSP00000348300
BTK	ENSP00000483570
BTLA	ENSP00000333919
BTN1A1	ENSP00000244513
BTN2A1	ENSP00000312158
BTN2A2	ENSP00000349143
BTN3A3	ENSP00000244519
BTNL8	ENSP00000342197
BTNL9	ENSP00000330200
BTRC	ENSP00000359206
BUB1B	ENSP00000398470
BUB1	ENSP00000302530
BUB3	ENSP00000357858
BUD13	ENSP00000260210
BUD31	ENSP00000386023
BVES	ENSP00000313172
BYSL	ENSP00000230340
BZW1	ENSP00000394316
BZW2	ENSP00000258761
C10orf105	ENSP00000403151
C10orf113	ENSP00000433646
C10orf120	ENSP00000331012
C10orf55	ENSP00000409225
C10orf62	ENSP00000359674
C10orf67	ENSP00000490528
C10orf71	ENSP00000363259
C10orf82	ENSP00000465712
C10orf88	ENSP00000419126
C10orf90	ENSP00000284694
C10orf99	ENSP00000361199
C11orf16	ENSP00000318999
C11orf1	ENSP00000431180
C11orf24	ENSP00000307264
C11orf42	ENSP00000321021
C11orf49	ENSP00000367878
C11orf52	ENSP00000278601
C11orf53	ENSP00000280325
C11orf58	ENSP00000228136
C11orf65	ENSP00000431706
C11orf68	ENSP00000398350
C11orf71	ENSP00000325508
C11orf74	ENSP00000334848
C11orf80	ENSP00000354227
C11orf86	ENSP00000311479
C11orf87	ENSP00000331581
C11orf88	ENSP00000333845
C11orf91	ENSP00000368296
C11orf94	ENSP00000401498
C11orf95	ENSP00000482180
C11orf97	ENSP00000490577
C12orf10	ENSP00000267103
C12orf29	ENSP00000349358
C12orf40	ENSP00000317671
C12orf42	ENSP00000447908
C12orf43	ENSP00000442224
C12orf45	ENSP00000490540
C12orf49	ENSP00000261318
C12orf4	ENSP00000261250
C12orf50	ENSP00000298699
C12orf56	ENSP00000446101
C12orf57	ENSP00000229281
C12orf60	ENSP00000331691
C12orf65	ENSP00000253233
C12orf66	ENSP00000311486
C12orf71	ENSP00000413728
C12orf73	ENSP00000367330
C12orf76	ENSP00000498468
C14orf119	ENSP00000322238
C14orf132	ENSP00000490925
C14orf177	ENSP00000321360
C14orf180	ENSP00000333041
C14orf28	ENSP00000326846
C14orf39	ENSP00000324920
C14orf93	ENSP00000299088
C15orf39	ENSP00000353854
C15orf40	ENSP00000403987
C15orf41	ENSP00000456477
C15orf48	ENSP00000379887
C15orf61	ENSP00000342254
C15orf62	ENSP00000341178
C16orf46	ENSP00000299578
C16orf54	ENSP00000327506
C16orf58	ENSP00000317579
C16orf70	ENSP00000455182
C16orf71	ENSP00000467565
C16orf72	ENSP00000331720
C16orf78	ENSP00000299191
C16orf86	ENSP00000384117
C16orf87	ENSP00000285697
C16orf89	ENSP00000417158
C16orf90	ENSP00000401335
C16orf92	ENSP00000300575
C16orf95	ENSP00000455079
C16orf96	ENSP00000415027
C17orf100	ENSP00000491070
C17orf107	ENSP00000370770
C17orf49	ENSP00000448598
C17orf50	ENSP00000475146
C17orf53	ENSP00000313500
C17orf58	ENSP00000489720
C17orf64	ENSP00000269127
C17orf67	ENSP00000380959
C17orf75	ENSP00000464275
C17orf78	ENSP00000478886
C17orf80	ENSP00000440551
C17orf97	ENSP00000353245
C17orf98	ENSP00000479396
C17orf99	ENSP00000343493
C18orf21	ENSP00000465517
C18orf25	ENSP00000481626
C18orf54	ENSP00000372368
C18orf63	ENSP00000464330
C19orf12	ENSP00000376103
C19orf18	ENSP00000321519
C19orf25	ENSP00000465469
C19orf33	ENSP00000301246
C19orf38	ENSP00000468568
C19orf44	ENSP00000221671
C19orf47	ENSP00000463159
C19orf53	ENSP00000465432
C19orf54	ENSP00000367564
C19orf57	ENSP00000465822
C19orf67	ENSP00000449137
C19orf71	ENSP00000327950
C19orf73	ENSP00000386230
C19orf81	ENSP00000417035
C19orf84	ENSP00000458772
C1D	ENSP00000384304
C1GALT1C1	ENSP00000304364
C1GALT1C1L	ENSP00000489061
C1GALT1	ENSP00000223122
C1orf100	ENSP00000311218
C1orf105	ENSP00000356700
C1orf109	ENSP00000350704
C1orf112	ENSP00000352276
C1orf115	ENSP00000294889
C1orf116	ENSP00000352447
C1orf127	ENSP00000366203
C1orf131	ENSP00000355609
C1orf141	ENSP00000360046
C1orf146	ENSP00000359401
C1orf158	ENSP00000477802
C1orf159	ENSP00000368644
C1orf162	ENSP00000344218
C1orf174	ENSP00000355306
C1orf185	ENSP00000360824
C1orf189	ENSP00000357511
C1orf194	ENSP00000358964
C1orf198	ENSP00000355623
C1orf216	ENSP00000425166
C1orf21	ENSP00000235307
C1orf35	ENSP00000272139
C1orf43	ENSP00000357507
C1orf50	ENSP00000361603
C1orf52	ENSP00000419417
C1orf53	ENSP00000356363
C1orf54	ENSP00000358098
C1orf61	ENSP00000479346
C1orf68	ENSP00000357764
C1orf74	ENSP00000294811
C1orf87	ENSP00000360244
C1orf94	ENSP00000435634
C1QA	ENSP00000363773
C1QB	ENSP00000313967
C1QBP	ENSP00000225698
C1QC	ENSP00000363771
C1QL1	ENSP00000253407
C1QL2	ENSP00000272520
C1QL3	ENSP00000298943
C1QL4	ENSP00000335285
C1QTNF1	ENSP00000462990
C1QTNF2	ENSP00000377545
C1QTNF3	ENSP00000371497
C1QTNF4	ENSP00000302274
C1QTNF5	ENSP00000431140
C1QTNF6	ENSP00000380299
C1QTNF7	ENSP00000295297
C1QTNF8	ENSP00000479192
C1QTNF9	ENSP00000371503
C1R	ENSP00000444271
C1RL	ENSP00000266542
C1S	ENSP00000385035
C20orf144	ENSP00000364370
C20orf173	ENSP00000363465
C20orf194	ENSP00000252032
C20orf202	ENSP00000383474
C20orf27	ENSP00000217195
C20orf85	ENSP00000360210
C20orf96	ENSP00000353470
C21orf58	ENSP00000291691
C21orf62	ENSP00000418830
C21orf91	ENSP00000284881
C22orf15	ENSP00000305096
C22orf23	ENSP00000384667
C22orf31	ENSP00000216071
C22orf39	ENSP00000382474
C2CD2	ENSP00000369853
C2CD2L	ENSP00000338885
C2CD3	ENSP00000334379
C2CD4A	ENSP00000347712
C2CD4B	ENSP00000369755
C2CD4C	ENSP00000328677
C2CD4D	ENSP00000389554
C2CD5	ENSP00000443204
C2orf16	ENSP00000403181
C2orf42	ENSP00000264434
C2orf49	ENSP00000258457
C2orf50	ENSP00000370997
C2orf66	ENSP00000339384
C2orf68	ENSP00000304410
C2orf69	ENSP00000312770
C2orf72	ENSP00000362743
C2orf73	ENSP00000381631
C2orf74	ENSP00000402915
C2orf76	ENSP00000386302
C2orf78	ENSP00000387124
C2orf80	ENSP00000343171
C2orf81	ENSP00000290390
C2orf91	ENSP00000497028
C3AR1	ENSP00000302079
C3	ENSP00000245907
C3orf14	ENSP00000419977
C3orf18	ENSP00000387606
C3orf20	ENSP00000253697
C3orf22	ENSP00000316644
C3orf33	ENSP00000342512
C3orf38	ENSP00000322469
C3orf49	ENSP00000495997
C3orf52	ENSP00000399392
C3orf62	ENSP00000341139
C3orf67	ENSP00000417122
C3orf70	ENSP00000334974
C3orf80	ENSP00000313324
C3orf84	ENSP00000455944
C4A	ENSP00000396688
C4BPA	ENSP00000356037
C4BPB	ENSP00000356045
C4orf17	ENSP00000322582
C4orf19	ENSP00000371408
C4orf33	ENSP00000281146
C4orf36	ENSP00000295898
C4orf3	ENSP00000382026
C4orf45	ENSP00000412215
C4orf46	ENSP00000368503
C4orf47	ENSP00000368127
C4orf48	ENSP00000386807
C4orf50	ENSP00000437121
C4orf51	ENSP00000391404
C5AR1	ENSP00000347197
C5	ENSP00000223642
C5orf15	ENSP00000231512
C5orf22	ENSP00000326879
C5orf24	ENSP00000337044
C5orf30	ENSP00000326110
C5orf34	ENSP00000303490
C5orf47	ENSP00000340887
C5orf49	ENSP00000382708
C5orf51	ENSP00000371061
C5orf63	ENSP00000475810
C5orf67	ENSP00000406718
C6	ENSP00000338861
C6orf120	ENSP00000346931
C6orf132	ENSP00000341368
C6orf136	ENSP00000499201
C6orf141	ENSP00000434602
C6orf15	ENSP00000259870
C6orf163	ENSP00000373575
C6orf223	ENSP00000426159
C6orf47	ENSP00000365076
C6orf52	ENSP00000410749
C6orf58	ENSP00000328069
C6orf62	ENSP00000367359
C6orf89	ENSP00000347322
C7	ENSP00000322061
C7orf25	ENSP00000416290
C7orf26	ENSP00000340220
C7orf31	ENSP00000386604
C7orf50	ENSP00000350011
C7orf57	ENSP00000410944
C8A	ENSP00000354458
C8B	ENSP00000360281
C8G	ENSP00000360697
C8orf33	ENSP00000497694
C8orf34	ENSP00000427820
C8orf37	ENSP00000286688
C8orf48	ENSP00000297324
C8orf58	ENSP00000289989
C8orf74	ENSP00000307129
C8orf76	ENSP00000276704
C8orf82	ENSP00000436621
C8orf88	ENSP00000454561
C8orf89	ENSP00000485524
C9	ENSP00000263408
C9orf116	ENSP00000395281
C9orf129	ENSP00000364568
C9orf131	ENSP00000308279
C9orf135	ENSP00000366402
C9orf152	ENSP00000383456
C9orf153	ENSP00000497316
C9orf16	ENSP00000362085
C9orf24	ENSP00000297623
C9orf40	ENSP00000366050
C9orf43	ENSP00000363280
C9orf50	ENSP00000361556
C9orf57	ENSP00000366223
C9orf64	ENSP00000365522
C9orf72	ENSP00000494872
C9orf78	ENSP00000361524
C9orf85	ENSP00000366230
C9orf92	ENSP00000370058
CA10	ENSP00000390666
CA11	ENSP00000084798
CA12	ENSP00000178638
CA13	ENSP00000318912
CA14	ENSP00000358107
CA1	ENSP00000430656
CA2	ENSP00000285379
CA3	ENSP00000285381
CA4	ENSP00000300900
CA5A	ENSP00000498065
CA5B	ENSP00000314099
CA6	ENSP00000366654
CA7	ENSP00000345659
CA8	ENSP00000314407
CA9	ENSP00000367608
CAAP1	ENSP00000369431
CAB39	ENSP00000258418
CAB39L	ENSP00000348113
CABIN1	ENSP00000263119
CABLES1	ENSP00000256925
CABLES2	ENSP00000279101
CABP1	ENSP00000317310
CABP2	ENSP00000294288
CABP4	ENSP00000324960
CABP5	ENSP00000293255
CABP7	ENSP00000216144
CABS1	ENSP00000273936
CABYR	ENSP00000432870
CACFD1	ENSP00000440832
CACHD1	ENSP00000498498
CACNA1A	ENSP00000489829
CACNA1B	ENSP00000360406
CACNA1D	ENSP00000288139
CACNA1E	ENSP00000356545
CACNA1F	ENSP00000365441
CACNA1G	ENSP00000352011
CACNA1H	ENSP00000334198
CACNA1I	ENSP00000385019
CACNA1S	ENSP00000355192
CACNA2D1	ENSP00000348589
CACNA2D2	ENSP00000407393
CACNA2D3	ENSP00000419101
CACNA2D4	ENSP00000465060
CACNB2	ENSP00000320025
CACNB3	ENSP00000301050
CACNB4	ENSP00000438949
CACNG1	ENSP00000226021
CACNG3	ENSP00000005284
CACNG4	ENSP00000262138
CACNG5	ENSP00000436836
CACNG6	ENSP00000252729
